Ref_Date,GEO,PRO,COM,Value
2005/06,Canada,Oil  produced,Canola (rapeseed),81758
2005/07,Canada,Oil  produced,Canola (rapeseed),106970
2005/08,Canada,Oil  produced,Canola (rapeseed),97845
2005/09,Canada,Oil  produced,Canola (rapeseed),109823
2005/10,Canada,Oil  produced,Canola (rapeseed),126619
2005/11,Canada,Oil  produced,Canola (rapeseed),127174
2005/12,Canada,Oil  produced,Canola (rapeseed),125661
2006/01,Canada,Oil  produced,Canola (rapeseed),124671
2006/02,Canada,Oil  produced,Canola (rapeseed),121353
2006/03,Canada,Oil  produced,Canola (rapeseed),128806
2006/04,Canada,Oil  produced,Canola (rapeseed),126297
2006/05,Canada,Oil  produced,Canola (rapeseed),108907
2006/06,Canada,Oil  produced,Canola (rapeseed),129730
2006/07,Canada,Oil  produced,Canola (rapeseed),136346
2006/08,Canada,Oil  produced,Canola (rapeseed),129120
2006/09,Canada,Oil  produced,Canola (rapeseed),114213
2006/10,Canada,Oil  produced,Canola (rapeseed),140962
2006/11,Canada,Oil  produced,Canola (rapeseed),140453
2006/12,Canada,Oil  produced,Canola (rapeseed),145538
2007/01,Canada,Oil  produced,Canola (rapeseed),132321
2007/02,Canada,Oil  produced,Canola (rapeseed),112411
2007/03,Canada,Oil  produced,Canola (rapeseed),122056
2007/04,Canada,Oil  produced,Canola (rapeseed),128132
2007/05,Canada,Oil  produced,Canola (rapeseed),129550
2007/06,Canada,Oil  produced,Canola (rapeseed),127213
2007/07,Canada,Oil  produced,Canola (rapeseed),129276
2007/08,Canada,Oil  produced,Canola (rapeseed),142747
2007/09,Canada,Oil  produced,Canola (rapeseed),136003
2007/10,Canada,Oil  produced,Canola (rapeseed),144620
2007/11,Canada,Oil  produced,Canola (rapeseed),149816
2007/12,Canada,Oil  produced,Canola (rapeseed),156429
2008/01,Canada,Oil  produced,Canola (rapeseed),147165
2008/02,Canada,Oil  produced,Canola (rapeseed),143025
2008/03,Canada,Oil  produced,Canola (rapeseed),157355
2008/04,Canada,Oil  produced,Canola (rapeseed),137049
2008/05,Canada,Oil  produced,Canola (rapeseed),139315
2008/06,Canada,Oil  produced,Canola (rapeseed),140895
2008/07,Canada,Oil  produced,Canola (rapeseed),144321
2008/08,Canada,Oil  produced,Canola (rapeseed),126328
2008/09,Canada,Oil  produced,Canola (rapeseed),154031
2008/10,Canada,Oil  produced,Canola (rapeseed),168982
2008/11,Canada,Oil  produced,Canola (rapeseed),158086
2008/12,Canada,Oil  produced,Canola (rapeseed),165730
2009/01,Canada,Oil  produced,Canola (rapeseed),155605
2009/02,Canada,Oil  produced,Canola (rapeseed),149154
2009/03,Canada,Oil  produced,Canola (rapeseed),167960
2009/04,Canada,Oil  produced,Canola (rapeseed),153150
2009/05,Canada,Oil  produced,Canola (rapeseed),138734
2009/06,Canada,Oil  produced,Canola (rapeseed),142469
2009/07,Canada,Oil  produced,Canola (rapeseed),158527
2009/08,Canada,Oil  produced,Canola (rapeseed),145801
2009/09,Canada,Oil  produced,Canola (rapeseed),144419
2009/10,Canada,Oil  produced,Canola (rapeseed),135433
2009/11,Canada,Oil  produced,Canola (rapeseed),164176
2009/12,Canada,Oil  produced,Canola (rapeseed),155368
2010/01,Canada,Oil  produced,Canola (rapeseed),177930
2010/02,Canada,Oil  produced,Canola (rapeseed),170754
2010/03,Canada,Oil  produced,Canola (rapeseed),208994
2010/04,Canada,Oil  produced,Canola (rapeseed),193466
2010/05,Canada,Oil  produced,Canola (rapeseed),189016
2010/06,Canada,Oil  produced,Canola (rapeseed),200514
2010/07,Canada,Oil  produced,Canola (rapeseed),221371
2010/08,Canada,Oil  produced,Canola (rapeseed),192227
2010/09,Canada,Oil  produced,Canola (rapeseed),219424
2010/10,Canada,Oil  produced,Canola (rapeseed),239345
2010/11,Canada,Oil  produced,Canola (rapeseed),239870
2010/12,Canada,Oil  produced,Canola (rapeseed),243497
2011/01,Canada,Oil  produced,Canola (rapeseed),221745
2011/02,Canada,Oil  produced,Canola (rapeseed),213452
2011/03,Canada,Oil  produced,Canola (rapeseed),257356
2011/04,Canada,Oil  produced,Canola (rapeseed),236522
2011/05,Canada,Oil  produced,Canola (rapeseed),228137
2011/06,Canada,Oil  produced,Canola (rapeseed),229920
2011/07,Canada,Oil  produced,Canola (rapeseed),246415
2011/08,Canada,Oil  produced,Canola (rapeseed),196189
2011/09,Canada,Oil  produced,Canola (rapeseed),260222
2011/10,Canada,Oil  produced,Canola (rapeseed),262678
2011/11,Canada,Oil  produced,Canola (rapeseed),268876
2011/12,Canada,Oil  produced,Canola (rapeseed),299750
2012/01,Canada,Oil  produced,Canola (rapeseed),284893
2012/02,Canada,Oil  produced,Canola (rapeseed),264928
2012/03,Canada,Oil  produced,Canola (rapeseed),300042
2012/04,Canada,Oil  produced,Canola (rapeseed),275158
2012/05,Canada,Oil  produced,Canola (rapeseed),236879
2012/06,Canada,Oil  produced,Canola (rapeseed),216348
2012/07,Canada,Oil  produced,Canola (rapeseed),261171
2012/08,Canada,Oil  produced,Canola (rapeseed),216581
2012/09,Canada,Oil  produced,Canola (rapeseed),270501
2012/10,Canada,Oil  produced,Canola (rapeseed),284900
2012/11,Canada,Oil  produced,Canola (rapeseed),255546
2012/12,Canada,Oil  produced,Canola (rapeseed),282006
2013/01,Canada,Oil  produced,Canola (rapeseed),243475
2013/02,Canada,Oil  produced,Canola (rapeseed),230567
2013/03,Canada,Oil  produced,Canola (rapeseed),261608
2013/04,Canada,Oil  produced,Canola (rapeseed),252302
2013/05,Canada,Oil  produced,Canola (rapeseed),192378
2013/06,Canada,Oil  produced,Canola (rapeseed),209070
2013/07,Canada,Oil  produced,Canola (rapeseed),218066
2013/08,Canada,Oil  produced,Canola (rapeseed),152453
2013/09,Canada,Oil  produced,Canola (rapeseed),245685
2013/10,Canada,Oil  produced,Canola (rapeseed),275937
2013/11,Canada,Oil  produced,Canola (rapeseed),267181
2013/12,Canada,Oil  produced,Canola (rapeseed),277087
2014/01,Canada,Oil  produced,Canola (rapeseed),260230
2014/02,Canada,Oil  produced,Canola (rapeseed),234430
2014/03,Canada,Oil  produced,Canola (rapeseed),269012
2014/04,Canada,Oil  produced,Canola (rapeseed),252672
2014/05,Canada,Oil  produced,Canola (rapeseed),255663
2014/06,Canada,Oil  produced,Canola (rapeseed),252664
2014/07,Canada,Oil  produced,Canola (rapeseed),297961
2014/08,Canada,Oil  produced,Canola (rapeseed),243606
2014/09,Canada,Oil  produced,Canola (rapeseed),272518
2014/10,Canada,Oil  produced,Canola (rapeseed),266855
2014/11,Canada,Oil  produced,Canola (rapeseed),232795
2014/12,Canada,Oil  produced,Canola (rapeseed),277662
2015/01,Canada,Oil  produced,Canola (rapeseed),280998
2015/02,Canada,Oil  produced,Canola (rapeseed),241525
2015/03,Canada,Oil  produced,Canola (rapeseed),293208
2015/04,Canada,Oil  produced,Canola (rapeseed),260152
2015/05,Canada,Oil  produced,Canola (rapeseed),251305
2015/06,Canada,Oil  produced,Canola (rapeseed),277900
2015/07,Canada,Oil  produced,Canola (rapeseed),304422
2015/08,Canada,Oil  produced,Canola (rapeseed),259326
2015/09,Canada,Oil  produced,Canola (rapeseed),263864
2015/10,Canada,Oil  produced,Canola (rapeseed),310917
2015/11,Canada,Oil  produced,Canola (rapeseed),297651
2015/12,Canada,Oil  produced,Canola (rapeseed),321648
2016/01,Canada,Oil  produced,Canola (rapeseed),300084
2016/02,Canada,Oil  produced,Canola (rapeseed),308866
2016/03,Canada,Oil  produced,Canola (rapeseed),329029
2016/04,Canada,Oil  produced,Canola (rapeseed),265914
2016/05,Canada,Oil  produced,Canola (rapeseed),306390
2016/06,Canada,Oil  produced,Canola (rapeseed),306037
2016/07,Canada,Oil  produced,Canola (rapeseed),346477
2016/08,Canada,Oil  produced,Canola (rapeseed),290544
2016/09,Canada,Oil  produced,Canola (rapeseed),339091
2016/10,Canada,Oil  produced,Canola (rapeseed),349516
2016/11,Canada,Oil  produced,Canola (rapeseed),349242
2016/12,Canada,Oil  produced,Canola (rapeseed),365225
2017/01,Canada,Oil  produced,Canola (rapeseed),346346
2017/02,Canada,Oil  produced,Canola (rapeseed),329866
2017/03,Canada,Oil  produced,Canola (rapeseed),358861
2017/04,Canada,Oil  produced,Canola (rapeseed),328580
2017/05,Canada,Oil  produced,Canola (rapeseed),310778
2017/06,Canada,Oil  produced,Canola (rapeseed),321671
2017/07,Canada,Oil  produced,Canola (rapeseed),327751
2017/08,Canada,Oil  produced,Canola (rapeseed),275594
2017/09,Canada,Oil  produced,Canola (rapeseed),333206
2017/10,Canada,Oil  produced,Canola (rapeseed),385406
2017/11,Canada,Oil  produced,Canola (rapeseed),358596
1971/01,Canada,Oil  produced,Soybeans,
1971/02,Canada,Oil  produced,Soybeans,
1971/03,Canada,Oil  produced,Soybeans,
1971/04,Canada,Oil  produced,Soybeans,
1971/05,Canada,Oil  produced,Soybeans,
1971/06,Canada,Oil  produced,Soybeans,
1971/07,Canada,Oil  produced,Soybeans,
1971/08,Canada,Oil  produced,Soybeans,9627
1971/09,Canada,Oil  produced,Soybeans,9431
1971/10,Canada,Oil  produced,Soybeans,10755
1971/11,Canada,Oil  produced,Soybeans,10618
1971/12,Canada,Oil  produced,Soybeans,9784
1972/01,Canada,Oil  produced,Soybeans,8023
1972/02,Canada,Oil  produced,Soybeans,7661
1972/03,Canada,Oil  produced,Soybeans,7328
1972/04,Canada,Oil  produced,Soybeans,7597
1972/05,Canada,Oil  produced,Soybeans,10449
1972/06,Canada,Oil  produced,Soybeans,10242
1972/07,Canada,Oil  produced,Soybeans,7917
1972/08,Canada,Oil  produced,Soybeans,7343
1972/09,Canada,Oil  produced,Soybeans,6769
1972/10,Canada,Oil  produced,Soybeans,8819
1972/11,Canada,Oil  produced,Soybeans,11068
1972/12,Canada,Oil  produced,Soybeans,10135
1973/01,Canada,Oil  produced,Soybeans,8907
1973/02,Canada,Oil  produced,Soybeans,8848
1973/03,Canada,Oil  produced,Soybeans,9066
1973/04,Canada,Oil  produced,Soybeans,6882
1973/05,Canada,Oil  produced,Soybeans,8495
1973/06,Canada,Oil  produced,Soybeans,7480
1973/07,Canada,Oil  produced,Soybeans,5312
1973/08,Canada,Oil  produced,Soybeans,4959
1973/09,Canada,Oil  produced,Soybeans,3487
1973/10,Canada,Oil  produced,Soybeans,8777
1973/11,Canada,Oil  produced,Soybeans,10367
1973/12,Canada,Oil  produced,Soybeans,8841
1974/01,Canada,Oil  produced,Soybeans,10443
1974/02,Canada,Oil  produced,Soybeans,10126
1974/03,Canada,Oil  produced,Soybeans,8903
1974/04,Canada,Oil  produced,Soybeans,9516
1974/05,Canada,Oil  produced,Soybeans,12066
1974/06,Canada,Oil  produced,Soybeans,10767
1974/07,Canada,Oil  produced,Soybeans,10916
1974/08,Canada,Oil  produced,Soybeans,10033
1974/09,Canada,Oil  produced,Soybeans,7280
1974/10,Canada,Oil  produced,Soybeans,11842
1974/11,Canada,Oil  produced,Soybeans,11262
1974/12,Canada,Oil  produced,Soybeans,9261
1975/01,Canada,Oil  produced,Soybeans,9515
1975/02,Canada,Oil  produced,Soybeans,7547
1975/03,Canada,Oil  produced,Soybeans,7173
1975/04,Canada,Oil  produced,Soybeans,9043
1975/05,Canada,Oil  produced,Soybeans,9650
1975/06,Canada,Oil  produced,Soybeans,7915
1975/07,Canada,Oil  produced,Soybeans,7821
1975/08,Canada,Oil  produced,Soybeans,10259
1975/09,Canada,Oil  produced,Soybeans,9010
1975/10,Canada,Oil  produced,Soybeans,12433
1975/11,Canada,Oil  produced,Soybeans,11899
1975/12,Canada,Oil  produced,Soybeans,10840
1976/01,Canada,Oil  produced,Soybeans,9450
1976/02,Canada,Oil  produced,Soybeans,9330
1976/03,Canada,Oil  produced,Soybeans,9622
1976/04,Canada,Oil  produced,Soybeans,9808
1976/05,Canada,Oil  produced,Soybeans,11470
1976/06,Canada,Oil  produced,Soybeans,10245
1976/07,Canada,Oil  produced,Soybeans,8327
1976/08,Canada,Oil  produced,Soybeans,8606
1976/09,Canada,Oil  produced,Soybeans,7774
1976/10,Canada,Oil  produced,Soybeans,11337
1976/11,Canada,Oil  produced,Soybeans,11592
1976/12,Canada,Oil  produced,Soybeans,9766
1977/01,Canada,Oil  produced,Soybeans,10281
1977/02,Canada,Oil  produced,Soybeans,8579
1977/03,Canada,Oil  produced,Soybeans,9321
1977/04,Canada,Oil  produced,Soybeans,8824
1977/05,Canada,Oil  produced,Soybeans,10158
1977/06,Canada,Oil  produced,Soybeans,10989
1977/07,Canada,Oil  produced,Soybeans,8388
1977/08,Canada,Oil  produced,Soybeans,8818
1977/09,Canada,Oil  produced,Soybeans,7748
1977/10,Canada,Oil  produced,Soybeans,10677
1977/11,Canada,Oil  produced,Soybeans,11769
1977/12,Canada,Oil  produced,Soybeans,11363
1978/01,Canada,Oil  produced,Soybeans,11478
1978/02,Canada,Oil  produced,Soybeans,9940
1978/03,Canada,Oil  produced,Soybeans,11524
1978/04,Canada,Oil  produced,Soybeans,9006
1978/05,Canada,Oil  produced,Soybeans,10953
1978/06,Canada,Oil  produced,Soybeans,10755
1978/07,Canada,Oil  produced,Soybeans,9577
1978/08,Canada,Oil  produced,Soybeans,9702
1978/09,Canada,Oil  produced,Soybeans,8481
1978/10,Canada,Oil  produced,Soybeans,12141
1978/11,Canada,Oil  produced,Soybeans,11129
1978/12,Canada,Oil  produced,Soybeans,10717
1979/01,Canada,Oil  produced,Soybeans,12042
1979/02,Canada,Oil  produced,Soybeans,10405
1979/03,Canada,Oil  produced,Soybeans,12176
1979/04,Canada,Oil  produced,Soybeans,11129
1979/05,Canada,Oil  produced,Soybeans,11927
1979/06,Canada,Oil  produced,Soybeans,10087
1979/07,Canada,Oil  produced,Soybeans,9088
1979/08,Canada,Oil  produced,Soybeans,11099
1979/09,Canada,Oil  produced,Soybeans,10002
1979/10,Canada,Oil  produced,Soybeans,12202
1979/11,Canada,Oil  produced,Soybeans,14410
1979/12,Canada,Oil  produced,Soybeans,12947
1980/01,Canada,Oil  produced,Soybeans,14469
1980/02,Canada,Oil  produced,Soybeans,13402
1980/03,Canada,Oil  produced,Soybeans,13126
1980/04,Canada,Oil  produced,Soybeans,14763
1980/05,Canada,Oil  produced,Soybeans,13593
1980/06,Canada,Oil  produced,Soybeans,13515
1980/07,Canada,Oil  produced,Soybeans,13521
1980/08,Canada,Oil  produced,Soybeans,12890
1980/09,Canada,Oil  produced,Soybeans,12403
1980/10,Canada,Oil  produced,Soybeans,14792
1980/11,Canada,Oil  produced,Soybeans,16225
1980/12,Canada,Oil  produced,Soybeans,15766
1981/01,Canada,Oil  produced,Soybeans,14618
1981/02,Canada,Oil  produced,Soybeans,13629
1981/03,Canada,Oil  produced,Soybeans,13056
1981/04,Canada,Oil  produced,Soybeans,13904
1981/05,Canada,Oil  produced,Soybeans,11770
1981/06,Canada,Oil  produced,Soybeans,10339
1981/07,Canada,Oil  produced,Soybeans,9539
1981/08,Canada,Oil  produced,Soybeans,7735
1981/09,Canada,Oil  produced,Soybeans,8608
1981/10,Canada,Oil  produced,Soybeans,16027
1981/11,Canada,Oil  produced,Soybeans,14878
1981/12,Canada,Oil  produced,Soybeans,14775
1982/01,Canada,Oil  produced,Soybeans,14052
1982/02,Canada,Oil  produced,Soybeans,13212
1982/03,Canada,Oil  produced,Soybeans,14907
1982/04,Canada,Oil  produced,Soybeans,14234
1982/05,Canada,Oil  produced,Soybeans,15509
1982/06,Canada,Oil  produced,Soybeans,14915
1982/07,Canada,Oil  produced,Soybeans,15445
1982/08,Canada,Oil  produced,Soybeans,11783
1982/09,Canada,Oil  produced,Soybeans,13238
1982/10,Canada,Oil  produced,Soybeans,17329
1982/11,Canada,Oil  produced,Soybeans,15770
1982/12,Canada,Oil  produced,Soybeans,15402
1983/01,Canada,Oil  produced,Soybeans,16435
1983/02,Canada,Oil  produced,Soybeans,15251
1983/03,Canada,Oil  produced,Soybeans,15958
1983/04,Canada,Oil  produced,Soybeans,15576
1983/05,Canada,Oil  produced,Soybeans,15130
1983/06,Canada,Oil  produced,Soybeans,14704
1983/07,Canada,Oil  produced,Soybeans,12740
1983/08,Canada,Oil  produced,Soybeans,9511
1983/09,Canada,Oil  produced,Soybeans,15243
1983/10,Canada,Oil  produced,Soybeans,14994
1983/11,Canada,Oil  produced,Soybeans,15102
1983/12,Canada,Oil  produced,Soybeans,16593
1984/01,Canada,Oil  produced,Soybeans,15050
1984/02,Canada,Oil  produced,Soybeans,12758
1984/03,Canada,Oil  produced,Soybeans,13246
1984/04,Canada,Oil  produced,Soybeans,13541
1984/05,Canada,Oil  produced,Soybeans,14869
1984/06,Canada,Oil  produced,Soybeans,14058
1984/07,Canada,Oil  produced,Soybeans,11291
1984/08,Canada,Oil  produced,Soybeans,10555
1984/09,Canada,Oil  produced,Soybeans,12054
1984/10,Canada,Oil  produced,Soybeans,11506
1984/11,Canada,Oil  produced,Soybeans,11597
1984/12,Canada,Oil  produced,Soybeans,18563
1985/01,Canada,Oil  produced,Soybeans,15244
1985/02,Canada,Oil  produced,Soybeans,14075
1985/03,Canada,Oil  produced,Soybeans,16651
1985/04,Canada,Oil  produced,Soybeans,16024
1985/05,Canada,Oil  produced,Soybeans,15794
1985/06,Canada,Oil  produced,Soybeans,16057
1985/07,Canada,Oil  produced,Soybeans,12310
1985/08,Canada,Oil  produced,Soybeans,10526
1985/09,Canada,Oil  produced,Soybeans,9897
1985/10,Canada,Oil  produced,Soybeans,11993
1985/11,Canada,Oil  produced,Soybeans,11971
1985/12,Canada,Oil  produced,Soybeans,11943
1986/01,Canada,Oil  produced,Soybeans,14982
1986/02,Canada,Oil  produced,Soybeans,11228
1986/03,Canada,Oil  produced,Soybeans,15479
1986/04,Canada,Oil  produced,Soybeans,16459
1986/05,Canada,Oil  produced,Soybeans,17285
1986/06,Canada,Oil  produced,Soybeans,14378
1986/07,Canada,Oil  produced,Soybeans,10261
1986/08,Canada,Oil  produced,Soybeans,12598
1986/09,Canada,Oil  produced,Soybeans,9222
1986/10,Canada,Oil  produced,Soybeans,13782
1986/11,Canada,Oil  produced,Soybeans,14512
1986/12,Canada,Oil  produced,Soybeans,17410
1987/01,Canada,Oil  produced,Soybeans,13819
1987/02,Canada,Oil  produced,Soybeans,10780
1987/03,Canada,Oil  produced,Soybeans,15916
1987/04,Canada,Oil  produced,Soybeans,13406
1987/05,Canada,Oil  produced,Soybeans,10586
1987/06,Canada,Oil  produced,Soybeans,14335
1987/07,Canada,Oil  produced,Soybeans,11486
1987/08,Canada,Oil  produced,Soybeans,14033
1987/09,Canada,Oil  produced,Soybeans,12752
1987/10,Canada,Oil  produced,Soybeans,15611
1987/11,Canada,Oil  produced,Soybeans,15024
1987/12,Canada,Oil  produced,Soybeans,14109
1988/01,Canada,Oil  produced,Soybeans,14216
1988/02,Canada,Oil  produced,Soybeans,14184
1988/03,Canada,Oil  produced,Soybeans,14037
1988/04,Canada,Oil  produced,Soybeans,14802
1988/05,Canada,Oil  produced,Soybeans,14119
1988/06,Canada,Oil  produced,Soybeans,12425
1988/07,Canada,Oil  produced,Soybeans,11565
1988/08,Canada,Oil  produced,Soybeans,11049
1988/09,Canada,Oil  produced,Soybeans,11507
1988/10,Canada,Oil  produced,Soybeans,14514
1988/11,Canada,Oil  produced,Soybeans,13447
1988/12,Canada,Oil  produced,Soybeans,13155
1989/01,Canada,Oil  produced,Soybeans,13557
1989/02,Canada,Oil  produced,Soybeans,12357
1989/03,Canada,Oil  produced,Soybeans,12983
1989/04,Canada,Oil  produced,Soybeans,12045
1989/05,Canada,Oil  produced,Soybeans,13298
1989/06,Canada,Oil  produced,Soybeans,11486
1989/07,Canada,Oil  produced,Soybeans,10084
1989/08,Canada,Oil  produced,Soybeans,12544
1989/09,Canada,Oil  produced,Soybeans,11770
1989/10,Canada,Oil  produced,Soybeans,16643
1989/11,Canada,Oil  produced,Soybeans,19071
1989/12,Canada,Oil  produced,Soybeans,16903
1990/01,Canada,Oil  produced,Soybeans,18169
1990/02,Canada,Oil  produced,Soybeans,16860
1990/03,Canada,Oil  produced,Soybeans,18828
1990/04,Canada,Oil  produced,Soybeans,16163
1990/05,Canada,Oil  produced,Soybeans,19533
1990/06,Canada,Oil  produced,Soybeans,16543
1990/07,Canada,Oil  produced,Soybeans,16304
1990/08,Canada,Oil  produced,Soybeans,12640
1990/09,Canada,Oil  produced,Soybeans,13670
1990/10,Canada,Oil  produced,Soybeans,14868
1990/11,Canada,Oil  produced,Soybeans,14881
1990/12,Canada,Oil  produced,Soybeans,16367
1991/01,Canada,Oil  produced,Soybeans,13528
1991/02,Canada,Oil  produced,Soybeans,13524
1991/03,Canada,Oil  produced,Soybeans,13888
1991/04,Canada,Oil  produced,Soybeans,12301
1991/05,Canada,Oil  produced,Soybeans,12910
1991/06,Canada,Oil  produced,Soybeans,12911
1991/07,Canada,Oil  produced,Soybeans,12564
1991/08,Canada,Oil  produced,Soybeans,13632
1991/09,Canada,Oil  produced,Soybeans,14412
1991/10,Canada,Oil  produced,Soybeans,15477
1991/11,Canada,Oil  produced,Soybeans,14660
1991/12,Canada,Oil  produced,Soybeans,16185
1992/01,Canada,Oil  produced,Soybeans,15045
1992/02,Canada,Oil  produced,Soybeans,15226
1992/03,Canada,Oil  produced,Soybeans,13036
1992/04,Canada,Oil  produced,Soybeans,x
1992/05,Canada,Oil  produced,Soybeans,x
1992/06,Canada,Oil  produced,Soybeans,x
1992/07,Canada,Oil  produced,Soybeans,x
1992/08,Canada,Oil  produced,Soybeans,x
1992/09,Canada,Oil  produced,Soybeans,x
1992/10,Canada,Oil  produced,Soybeans,x
1992/11,Canada,Oil  produced,Soybeans,x
1992/12,Canada,Oil  produced,Soybeans,x
1993/01,Canada,Oil  produced,Soybeans,x
1993/02,Canada,Oil  produced,Soybeans,x
1993/03,Canada,Oil  produced,Soybeans,x
1993/04,Canada,Oil  produced,Soybeans,x
1993/05,Canada,Oil  produced,Soybeans,x
1993/06,Canada,Oil  produced,Soybeans,x
1993/07,Canada,Oil  produced,Soybeans,x
1993/08,Canada,Oil  produced,Soybeans,x
1993/09,Canada,Oil  produced,Soybeans,x
1993/10,Canada,Oil  produced,Soybeans,x
1993/11,Canada,Oil  produced,Soybeans,x
1993/12,Canada,Oil  produced,Soybeans,x
1994/01,Canada,Oil  produced,Soybeans,x
1994/02,Canada,Oil  produced,Soybeans,x
1994/03,Canada,Oil  produced,Soybeans,x
1994/04,Canada,Oil  produced,Soybeans,x
1994/05,Canada,Oil  produced,Soybeans,x
1994/06,Canada,Oil  produced,Soybeans,x
1994/07,Canada,Oil  produced,Soybeans,x
1994/08,Canada,Oil  produced,Soybeans,x
1994/09,Canada,Oil  produced,Soybeans,x
1994/10,Canada,Oil  produced,Soybeans,x
1994/11,Canada,Oil  produced,Soybeans,x
1994/12,Canada,Oil  produced,Soybeans,x
1995/01,Canada,Oil  produced,Soybeans,x
1995/02,Canada,Oil  produced,Soybeans,x
1995/03,Canada,Oil  produced,Soybeans,x
1995/04,Canada,Oil  produced,Soybeans,x
1995/05,Canada,Oil  produced,Soybeans,x
1995/06,Canada,Oil  produced,Soybeans,x
1995/07,Canada,Oil  produced,Soybeans,x
1995/08,Canada,Oil  produced,Soybeans,x
1995/09,Canada,Oil  produced,Soybeans,x
1995/10,Canada,Oil  produced,Soybeans,x
1995/11,Canada,Oil  produced,Soybeans,x
1995/12,Canada,Oil  produced,Soybeans,x
1996/01,Canada,Oil  produced,Soybeans,x
1996/02,Canada,Oil  produced,Soybeans,x
1996/03,Canada,Oil  produced,Soybeans,x
1996/04,Canada,Oil  produced,Soybeans,x
1996/05,Canada,Oil  produced,Soybeans,x
1996/06,Canada,Oil  produced,Soybeans,x
1996/07,Canada,Oil  produced,Soybeans,x
1996/08,Canada,Oil  produced,Soybeans,x
1996/09,Canada,Oil  produced,Soybeans,x
1996/10,Canada,Oil  produced,Soybeans,x
1996/11,Canada,Oil  produced,Soybeans,x
1996/12,Canada,Oil  produced,Soybeans,x
1997/01,Canada,Oil  produced,Soybeans,x
1997/02,Canada,Oil  produced,Soybeans,x
1997/03,Canada,Oil  produced,Soybeans,x
1997/04,Canada,Oil  produced,Soybeans,x
1997/05,Canada,Oil  produced,Soybeans,x
1997/06,Canada,Oil  produced,Soybeans,x
1997/07,Canada,Oil  produced,Soybeans,x
1997/08,Canada,Oil  produced,Soybeans,x
1997/09,Canada,Oil  produced,Soybeans,x
1997/10,Canada,Oil  produced,Soybeans,x
1997/11,Canada,Oil  produced,Soybeans,x
1997/12,Canada,Oil  produced,Soybeans,x
1998/01,Canada,Oil  produced,Soybeans,x
1998/02,Canada,Oil  produced,Soybeans,x
1998/03,Canada,Oil  produced,Soybeans,x
1998/04,Canada,Oil  produced,Soybeans,x
1998/05,Canada,Oil  produced,Soybeans,x
1998/06,Canada,Oil  produced,Soybeans,x
1998/07,Canada,Oil  produced,Soybeans,x
1998/08,Canada,Oil  produced,Soybeans,x
1998/09,Canada,Oil  produced,Soybeans,x
1998/10,Canada,Oil  produced,Soybeans,x
1998/11,Canada,Oil  produced,Soybeans,x
1998/12,Canada,Oil  produced,Soybeans,x
1999/01,Canada,Oil  produced,Soybeans,x
1999/02,Canada,Oil  produced,Soybeans,x
1999/03,Canada,Oil  produced,Soybeans,x
1999/04,Canada,Oil  produced,Soybeans,x
1999/05,Canada,Oil  produced,Soybeans,x
1999/06,Canada,Oil  produced,Soybeans,x
1999/07,Canada,Oil  produced,Soybeans,x
1999/08,Canada,Oil  produced,Soybeans,x
1999/09,Canada,Oil  produced,Soybeans,x
1999/10,Canada,Oil  produced,Soybeans,x
1999/11,Canada,Oil  produced,Soybeans,x
1999/12,Canada,Oil  produced,Soybeans,x
2000/01,Canada,Oil  produced,Soybeans,x
2000/02,Canada,Oil  produced,Soybeans,x
2000/03,Canada,Oil  produced,Soybeans,x
2000/04,Canada,Oil  produced,Soybeans,x
2000/05,Canada,Oil  produced,Soybeans,x
2000/06,Canada,Oil  produced,Soybeans,x
2000/07,Canada,Oil  produced,Soybeans,x
2000/08,Canada,Oil  produced,Soybeans,x
2000/09,Canada,Oil  produced,Soybeans,x
2000/10,Canada,Oil  produced,Soybeans,x
2000/11,Canada,Oil  produced,Soybeans,x
2000/12,Canada,Oil  produced,Soybeans,x
2001/01,Canada,Oil  produced,Soybeans,x
2001/02,Canada,Oil  produced,Soybeans,x
2001/03,Canada,Oil  produced,Soybeans,x
2001/04,Canada,Oil  produced,Soybeans,x
2001/05,Canada,Oil  produced,Soybeans,x
2001/06,Canada,Oil  produced,Soybeans,x
2001/07,Canada,Oil  produced,Soybeans,x
2001/08,Canada,Oil  produced,Soybeans,x
2001/09,Canada,Oil  produced,Soybeans,x
2001/10,Canada,Oil  produced,Soybeans,x
2001/11,Canada,Oil  produced,Soybeans,x
2001/12,Canada,Oil  produced,Soybeans,x
2002/01,Canada,Oil  produced,Soybeans,x
2002/02,Canada,Oil  produced,Soybeans,x
2002/03,Canada,Oil  produced,Soybeans,x
2002/04,Canada,Oil  produced,Soybeans,x
2002/05,Canada,Oil  produced,Soybeans,x
2002/06,Canada,Oil  produced,Soybeans,x
2002/07,Canada,Oil  produced,Soybeans,x
2002/08,Canada,Oil  produced,Soybeans,x
2002/09,Canada,Oil  produced,Soybeans,x
2002/10,Canada,Oil  produced,Soybeans,x
2002/11,Canada,Oil  produced,Soybeans,x
2002/12,Canada,Oil  produced,Soybeans,x
2003/01,Canada,Oil  produced,Soybeans,x
2003/02,Canada,Oil  produced,Soybeans,x
2003/03,Canada,Oil  produced,Soybeans,x
2003/04,Canada,Oil  produced,Soybeans,x
2003/05,Canada,Oil  produced,Soybeans,x
2003/06,Canada,Oil  produced,Soybeans,x
2003/07,Canada,Oil  produced,Soybeans,x
